SNE1,SNE2,SNE3,Herramienta
-17.665455,-4.0026016,-7.0648923,H2
-18.483974,-2.9630659,-5.9700313,H2
-18.817629,-2.862867,-6.024892,H2
-18.07826,-3.2754917,-6.0499196,H2
-18.422958,-2.8278656,-5.7862062,H2
-17.434164,3.9063497,-6.735201,H3
-19.452879,9.615704,-4.030772,H3
10.8955,-9.7860985,-4.463758,H3
10.905316,-9.770073,-4.444132,H3
-19.575338,11.173918,-3.1895137,H3
-16.00182,12.515963,-2.0430152,H3
-17.03977,5.8493447,2.0284965,H3
-15.147792,12.897799,-0.93191457,H3
-16.93577,6.234268,2.0003295,H3
-15.646438,13.022469,-1.5505556,H3
-16.571585,6.4317207,1.3311564,H3
-15.018102,12.743042,-0.57246536,H3
-19.41084,8.360457,-2.888203,H3
-15.470366,14.382733,-0.6678585,H3
-19.173803,8.064341,-3.7191362,H3
-15.411387,14.615518,-0.38803977,H3
-18.796604,5.8587127,-2.8851194,H3
-17.533693,9.912615,-0.7895096,H3
-19.30093,7.6188545,-3.226237,H3
-15.069597,14.655776,4.8537297,H3
-18.324448,6.3364463,-1.6672492,H3
-15.169885,14.7980795,-0.015909906,H3
-16.789778,4.498822,0.1375018,H3
-23.181496,12.819688,-1.701666,H3
-19.484648,5.272739,-3.5525885,H3
10.456723,-12.124929,10.977768,H3
-23.406607,13.290754,-1.079393,H3
-19.948736,5.7309403,-3.9006588,H3
-11.838927,13.955489,2.7672894,H3
-19.06087,4.9589934,-2.9636154,H3
-14.444696,15.004112,1.8566327,H3
-17.62115,4.3041883,-1.518159,H3
9.597039,-5.0771155,9.62928,H3
-13.566271,14.901243,1.326644,H3
-15.922838,3.7234511,0.3644279,H3
-12.610949,14.749068,-1.8153728,H3
-17.701569,4.3116536,-1.6400454,H3
-11.988935,14.71812,-0.7913637,H3
-20.134604,5.004395,-4.033444,H3
8.706093,-3.1049097,8.162798,H3
-13.350659,14.587008,4.6846576,H3
-14.826467,1.8256972,3.052868,H3
-11.607017,12.894292,3.6835303,H3
-19.914228,5.0057735,-3.8515375,H3
-12.227365,14.325708,2.0962996,H3
-18.565771,4.263747,-2.5321941,H3
-13.138496,14.56607,4.5667176,H3
-19.613216,4.9644866,-3.4481697,H3
-12.143737,14.219765,2.3507288,H3
-17.995502,4.480135,-1.8907262,H3
-12.276096,14.553986,1.9493648,H3
-15.833071,3.7480774,0.21967682,H3
-13.007491,15.692176,1.3668737,H3
-17.533804,4.7210584,-1.1611879,H3
-11.800777,13.918988,2.2524045,H3
-16.437592,4.796019,0.58607924,H3
-24.33791,12.216194,0.08064916,H3
-16.990782,4.750939,-0.2750316,H3
-24.296242,11.89776,-0.023837117,H3
-17.77883,5.750798,-1.0340936,H3
-10.239395,11.309749,1.4196162,H3
-16.590004,5.1501756,0.6152049,H3
-10.816634,10.3226385,3.1110222,H3
-16.750055,5.068313,2.0533175,H3
-10.279792,10.93609,1.649611,H3
-18.297018,6.5392356,-1.3631232,H3
-10.349445,9.607793,2.4749458,H3
-18.695753,6.536612,-2.147508,H3
-24.640255,11.411843,0.078945816,H3
-19.4527,7.828279,-2.9011416,H3
-24.726141,10.55841,0.5066019,H3
-15.517432,8.187386,3.0288315,H3
-10.127788,9.224921,2.1125717,H3
-16.2946,7.0033107,2.3174405,H3
-24.866558,11.178591,0.03466941,H3
-18.7478,12.190539,2.83569,H3
-10.0424385,10.098557,1.2832376,H3
-19.047363,12.322541,2.727299,H3
-10.0109005,10.959745,1.0226609,H3
-16.476606,9.306133,4.317169,H3
-7.7356234,5.3418207,1.2141281,H3
-7.662986,5.317918,1.1198077,H3
-15.7792845,8.619631,3.866209,H3
2.0554883,-0.070880726,5.5431056,H3
1.8175842,-0.24701147,5.4176383,H3
-16.37463,7.207565,3.5513499,H3
-7.664389,5.211664,1.1647283,H3
-0.97643566,-8.258693,7.7349257,H3
-15.166948,8.219687,3.9810526,H3
-1.0779346,-8.149637,7.928645,H3
-1.1390854,-8.047755,7.899511,H3
-20.655613,8.019263,-0.076909624,H3
-1.1731427,-7.9570875,7.9167705,H3
-1.06115,-8.538003,7.8423276,H3
12.85645,3.4429395,-2.7661905,H3
-16.531347,7.3065896,3.7281,H3
-1.0197504,-8.619933,7.6342225,H3
-21.689972,8.16437,-1.1560335,H3
-20.807833,7.5473685,-0.27245146,H3
-16.503403,7.013097,3.8881853,H3
-21.780293,7.9314733,-1.151315,H3
-16.701435,8.776248,-7.9217367,H3
-18.90012,11.244461,-4.769839,H3
-19.380718,13.461312,-1.6956973,H3
-16.972204,12.468038,1.0522465,H3
-15.947466,13.186464,3.9535005,H3
-17.548162,13.130995,0.6370502,H3
-19.791786,12.810924,-1.1888443,H3
-16.73273,11.95188,1.4953855,H3
-16.615738,11.70381,3.126479,H3
-19.02317,13.089934,-1.0288862,H3
-21.040953,14.076338,0.40718564,H3
-17.792551,13.458708,0.8135183,H3
-17.472147,14.111591,3.4317443,H3
-17.594624,10.929718,4.450509,H3
-20.068546,11.579257,-0.64651775,H3
-17.860395,12.642697,4.273295,H3
-21.60006,12.819592,-0.77594215,H3
-17.057907,14.251165,3.8790119,H3
-17.078613,12.014828,3.611596,H3
-20.185785,10.214299,2.3320494,H3
-18.413288,10.295317,1.9245262,H3
-22.183708,13.763752,1.3647363,H3
-21.713253,12.428596,-0.8091751,H3
-22.364544,13.737139,1.332286,H3
-17.503805,11.789021,5.126287,H3
-15.243643,11.920351,5.308858,H3
-13.831164,11.385306,5.713495,H3
-18.881943,10.1075945,1.6482602,H3
-14.416223,11.011972,5.8758607,H3
-21.76582,11.823788,-0.71376806,H3
-21.313059,12.337348,3.365197,H3
-14.864557,12.304286,5.562605,H3
-21.082314,12.281383,3.884016,H3
-15.758715,11.446973,5.3972106,H3
-23.1948,10.891231,0.31355983,H3
-16.95119,11.512388,5.597703,H3
-13.48886,10.1662445,5.430173,H3
-22.66477,12.970798,0.64439404,H3
-13.898537,7.351837,4.6744084,H3
-14.531428,11.196934,5.882043,H3
-12.125402,2.7158217,-0.53939474,H3
-13.27394,12.056597,6.032781,H3
-22.976059,13.303425,1.1304249,H3
1.4558811,-3.3452215,13.285031,H3
-10.976087,2.1780615,-0.58835596,H3
-22.720882,10.282212,1.825449,H3
-11.131113,2.1284814,-0.6602291,H3
-21.110907,12.090282,4.2903447,H3
-9.000634,-1.108113,-0.895373,H3
9.017624,1.9937444,12.257393,H3
-23.244438,12.3703,0.69445026,H3
-11.884482,0.13986728,-0.56325966,H3
-22.842054,9.971677,1.4805784,H3
-19.786757,1.0145309,-3.6252244,H3
-13.709377,11.054499,5.905866,H3
-11.726931,1.1879148,-0.55975217,H3
-23.234327,10.941504,0.40724945,H3
-11.860384,1.155149,-0.5618527,H3
10.379721,-0.6796699,9.084624,H3
-12.396107,9.994242,4.9685235,H3
-8.276687,-1.2310675,-0.90277785,H3
-20.752117,2.14366,-3.6642973,H3
-22.617115,9.235777,1.308972,H3
-19.374008,0.85797894,-3.725512,H3
-21.145159,9.148346,2.4776158,H3
1.9660072,-6.125244,11.693645,H3
-12.277407,3.6779869,-1.8582547,H3
-21.228025,8.375738,2.082839,H3
-8.9315195,-1.1322439,-1.0102547,H3
-9.537307,9.587663,-9.5141945,H3
1.6608756,-4.0227656,13.118371,H3
1.8003026,-5.9858007,12.392811,H3
1.7210447,-5.8086286,12.962714,H3
1.5889283,-5.842403,13.090005,H3
1.5448778,-5.762733,13.094214,H3
1.6284145,-4.135689,13.218619,H3
1.4785011,-4.4829364,13.385877,H3
1.2569757,-5.750788,13.387265,H3
1.3631778,-5.797482,13.3218355,H3
-15.680856,11.670522,-2.0157292,H3
-19.351,13.733014,-1.8229113,H3
-15.16101,15.758496,-0.53329897,H3
-18.386202,13.611415,0.03545742,H3
-19.466623,11.155427,-2.9443128,H3
-17.025936,-4.442107,-4.963962,H3
-19.491129,11.200581,-3.0785766,H3
-14.359536,-6.9046254,-3.5387042,H3
-19.659771,10.414929,-2.6447659,H3
-15.331348,-6.178748,-4.027865,H3
-11.702289,12.909725,-10.3733835,H3
-16.574308,-7.158076,-3.8277404,H3
-16.56898,10.373028,2.6955063,H3
-14.083578,-6.9117317,-3.4825354,H3
-16.555536,9.597304,2.6139922,H3
-15.446409,-6.832788,-3.764937,H3
-11.7264595,12.699172,-10.18683,H3
-14.641098,-6.1165285,-3.9287386,H3
-16.459902,8.812693,2.6885653,H3
-16.3174,-7.0690775,-3.8193934,H3
-20.652845,10.410998,-1.2357203,H3
-14.347924,-6.1779404,-3.843663,H3
-19.878399,9.566975,1.9638649,H3
-17.088928,-4.3292027,-4.986415,H3
-16.469831,8.5559225,3.0224397,H3
-14.075026,-6.855572,-3.5003529,H3
-15.811226,-6.912349,-3.7936575,H3
-19.424717,9.723002,1.4562657,H3
-17.072557,-4.320592,-4.977174,H3
-16.446,8.579162,3.3985038,H3
-13.983023,-6.8619986,-3.476436,H3
-15.30168,8.889861,3.9031084,H3
-14.3230715,-6.1089597,-3.862147,H3
-20.253504,9.752579,2.4388287,H3
-7.453413,8.239848,-1.6793339,H3
-18.394724,7.5905886,4.4456053,H3
-11.2652855,11.015407,-7.879359,H3
-13.625323,4.127327,2.640077,H3
-23.56289,13.043204,-1.2271653,H3
-13.080646,3.2344027,1.3067613,H3
9.330964,-5.6417565,10.009542,H3
-13.933062,16.731031,0.22236964,H3
-21.021845,3.7435153,-2.699187,H3
-14.121312,16.604374,0.15871364,H3
-9.560417,9.261673,-9.544668,H3
-13.311623,15.580208,1.2101045,H3
-13.586262,2.3080368,-0.091053955,H3
8.003444,-1.8978517,6.3514442,H3
-20.789997,2.8318937,-3.161374,H3
8.173022,-2.3361325,6.755699,H3
7.706656,-1.8071145,6.3169107,H3
-12.617681,0.33249462,-0.62520385,H3
7.609743,-1.8537166,6.433287,H3
7.026781,-1.4414113,6.4355936,H3
5.5115623,-7.2128587,9.186014,H3
-8.725836,-1.2273934,-0.9097807,H3
7.0141582,-1.2386166,6.702384,H3
5.1023555,-7.1471653,8.9269705,H3
-12.422976,1.0459381,-0.35972464,H3
6.9824333,-1.9486102,5.5785575,H3
5.345425,-7.156158,9.16172,H3
-13.859868,0.40364143,-0.93956715,H3
6.7177625,-1.1539239,5.985759,H3
6.807434,-0.48756856,5.3847733,H3
6.9799814,-1.1663554,6.134378,H3
-15.1122875,1.1032081,-1.0806186,H3
4.8231454,-7.305237,9.317668,H3
6.748554,-0.9057056,5.8196173,H3
-12.889958,-0.063089095,-0.8665209,H3
4.911911,-7.0897584,8.914987,H3
7.222078,-0.8107284,5.3294253,H3
4.807688,-7.161762,9.007711,H3
-14.313197,0.39506555,-0.9752195,H3
9.336984,3.7701178,0.11603653,H3
6.1049047,0.033275947,5.3787627,H3
5.62085,-0.7189858,6.566671,H3
-18.549713,2.1607106,-6.340458,H3
4.3001475,0.6302709,6.4663963,H3
4.304911,0.73467696,6.234068,H3
4.46138,-7.3909855,9.436516,H3
-17.957935,-0.16816036,-6.850919,H3
4.830905,0.277816,6.1915517,H3
5.647051,-0.7122255,6.283575,H3
4.446534,0.45007554,6.40674,H3
-10.902263,1.535018,-6.5390577,H3
4.700627,0.002180152,6.706099,H3
3.3676314,1.151432,6.529424,H3
9.602673,4.780819,-0.79268354,H3
-18.010025,1.7448323,-7.030383,H3
9.954497,5.2957654,-1.1560158,H3
4.2666245,-0.53206545,7.700797,H3
-18.019697,-0.14266492,-7.028155,H3
4.2812157,0.8730031,7.5894346,H3
2.8898163,1.4522513,7.2939177,H3
4.274651,-0.44906372,7.516292,H3
-18.013895,1.6455637,-7.309386,H3
4.713031,0.9204838,7.6556916,H3
4.8271923,0.8640735,5.7533674,H3
4.260365,1.5311126,4.492833,H3
-17.034458,0.28599316,-0.35856315,H3
3.463818,1.2594554,6.767704,H3
3.2008557,1.4578735,7.2024107,H3
-18.522717,0.4960272,-7.824663,H3
-17.707272,1.8712072,-7.834915,H3
-11.693322,2.548811,-13.090859,H3
-19.493322,10.005627,-4.100078,H3
-11.018919,5.7735443,-10.532654,H3
-18.597486,14.120423,1.12085,H3
9.152799,-9.076928,-2.8094344,H3
8.779068,-9.2368765,-0.7473822,H3
-17.349936,12.457898,2.2719953,H3
8.767921,-8.643013,-2.3631973,H3
7.579558,-7.695335,-2.2247803,H3
8.282616,-7.742106,-2.0644944,H3
-19.291353,14.252464,1.1956102,H3
8.465164,-9.057659,-0.58528346,H3
8.685671,-8.531843,-2.2508435,H3
7.6695786,-9.768067,-0.37701264,H3
-18.191515,11.457594,4.892393,H3
6.935541,-6.1394863,-2.5803554,H3
6.810293,-6.418346,-2.5627077,H3
-19.736473,13.149082,1.9240037,H3
8.335691,-9.012956,-0.38442338,H3
8.376968,-7.5403805,-1.8856165,H3
5.7481422,-5.9869905,-3.1860228,H3
-20.603415,13.498403,1.3041013,H3
6.9314723,-9.023813,0.07120299,H3
7.0978265,-5.690958,-1.9258924,H3
6.459024,-7.2434764,-0.4026289,H3
-19.420723,13.472231,3.0020168,H3
7.0614057,-5.6822877,-2.8530424,H3
-20.048521,13.255462,2.3399274,H3
7.0531826,-5.6528773,-2.829024,H3
7.950098,-5.5777483,-1.3113105,H3
6.928696,-5.669672,-1.6576588,H3
-20.899397,13.587366,1.501952,H3
-8.814432,12.164313,-5.390582,H3
-21.787474,13.799827,1.4288521,H3
-8.730167,12.172453,-5.492592,H3
-9.247212,12.169284,-5.6172047,H3
-20.6746,12.605337,2.742445,H3
11.189983,-4.983177,4.4324355,H3
-21.442125,13.972324,2.0906918,H3
5.3302245,-3.7106357,0.47600383,H3
-12.33181,10.794653,3.0614522,H3
-20.830116,13.62172,2.9356282,H3
8.431379,-0.019395871,0.47933698,H3
-19.103867,13.003756,4.6966906,H3
-8.780783,12.268267,-4.4527073,H3
3.4896584,-3.969838,0.350444,H3
-13.685619,11.427287,6.533343,H3
3.8375044,-3.5868495,1.2845769,H3
3.0714116,-2.8941274,1.1863664,H3
-20.510746,13.177065,3.5807593,H3
3.4592824,-3.0474424,1.1950586,H3
3.767649,-2.9398942,1.2388213,H3
3.62315,-2.952061,1.2657347,H3
-19.089207,12.987656,4.8310633,H3
1.892772,-5.61654,4.1200156,H3
1.8000841,-3.5991156,7.180237,H3
2.233399,-4.160885,0.14012966,H3
-14.349252,12.210238,6.287936,H3
2.4470992,-3.0501304,0.9207636,H3
3.5076005,-4.7518125,1.1494095,H3
-13.983859,8.470975,5.8064065,H3
8.953513,3.8441908,-3.3793807,H3
1.6004192,-5.721044,3.9826174,H3
1.3883402,-4.391189,6.0916023,H3
2.1010058,-7.2158484,3.9634485,H3
2.5255644,-8.029661,4.66323,H3
3.3727944,-5.446232,1.242463,H3
-22.968666,9.365036,-0.62731725,H3
-6.220372,5.1594243,-0.9428876,H3
-23.067142,8.486566,-0.64326674,H3
-14.133328,12.297949,-5.7633443,H3
-14.994595,8.096153,5.1267047,H3
2.4564636,-8.203816,6.2946596,H3
2.9280937,-6.449739,5.5228353,H3
-14.062117,7.764735,5.6487155,H3
-10.038841,9.281807,0.420209,H3
-14.960659,5.6379957,4.5201864,H3
3.1294262,-6.096401,5.999312,H3
6.351099,3.556422,-1.0920378,H3
1.0247946,-7.3982706,4.481171,H3
-23.018637,8.476398,-0.73522025,H3
1.5307266,-6.3320565,5.0344167,H3
1.3466806,-8.646189,4.8749967,H3
-14.108462,7.1148224,5.4235845,H3
1.7194651,-7.660694,5.170636,H3
3.333596,-7.0940785,5.8385925,H3
2.9699907,-7.261438,5.682419,H3
6.4069376,3.539378,-1.0663869,H3
2.7334075,-6.4800496,5.529724,H3
0.75395656,-6.7790713,4.1263604,H3
-13.957026,4.892451,3.353778,H3
1.1993985,-5.5877852,4.3872266,H3
0.8689871,-9.507275,4.207804,H3
-14.2403145,5.068545,3.8669467,H3
6.481272,3.5695727,-1.064131,H3
0.5907607,-8.555646,4.504212,H3
1.6706234,-7.346785,5.259268,H3
-14.313017,4.9780116,3.955432,H3
0.819129,-9.095006,4.3296027,H3
1.1918955,-9.003171,4.4524956,H3
-13.7638645,4.2093067,2.949348,H3
1.0364983,-5.2685733,4.311009,H3
1.0637896,-5.0548086,5.254596,H3
-0.4679201,-5.9101663,3.6776655,H3
-20.531778,3.5792215,-2.121624,H3
-0.055144336,-6.4263883,3.2320306,H3
1.166108,-5.2860794,5.5039783,H3
0.5117515,-5.702864,3.8148365,H3
-21.085882,4.373757,-2.6750708,H3
1.9360158,-4.9873834,4.792749,H3
0.5259547,-6.1767435,3.714554,H3
-13.222927,1.5663456,1.5769329,H3
0.13493973,-6.8359113,3.1685889,H3
-0.37068757,-5.464811,3.1786625,H3
-14.057412,1.5682157,1.015818,H3
-14.325351,1.6095243,2.638829,H3
1.6339312,-2.5159278,1.5040833,H3
-14.41271,1.450978,1.670376,H3
-15.111831,1.1714561,0.22923811,H3
-14.801251,1.0337707,2.232516,H3
-15.281402,0.8868596,1.3483739,H3
-15.198166,0.42361075,2.5228543,H3
-18.733418,2.6371827,-6.247606,H3
-15.856946,6.7431436,3.9953687,H3
-21.49774,7.737745,-0.87804276,H3
-20.534605,6.313879,-0.48205167,H3
-20.926163,5.262495,-1.2122903,H3
-14.561159,6.1729503,3.3776598,H3
-20.399456,3.904401,-1.4305804,H3
-20.895397,4.010823,-1.7641294,H3
-21.272009,4.577034,-2.2897089,H3
-20.389366,3.616539,-1.6498822,H3
-13.661864,2.571113,0.20299321,H3
-13.642203,2.7202783,1.4714929,H3
-13.880008,2.4235215,0.93319744,H3
-14.304956,1.5602798,3.0053434,H3
-15.907906,1.7795938,-1.3762696,H3
-14.51913,1.3658773,1.0123132,H3
-14.544002,1.2209816,2.5301225,H3
-14.674313,1.2203077,1.7600285,H3
-16.45312,1.9665596,-1.8125057,H3
-15.44885,0.79605126,0.22674882,H3
-15.992524,1.5198131,-1.1732779,H3
-15.774594,0.5474492,0.8067786,H3
-18.531923,2.4736695,-6.380057,H3
-16.224184,0.20696403,0.788578,H3
-16.331152,0.455173,0.98332566,H3
-8.600502,7.1922607,-8.950152,H3
-16.753841,0.11349856,1.4471833,H3
-17.86478,2.9942572,-6.852873,H3
-17.077002,-0.17661984,1.8189517,H3
-17.158066,-0.37402532,1.7073686,H3
-21.924004,9.663172,-6.2528186,H3
5.677955,-10.718061,-12.728258,H3
-21.917522,9.683896,-6.219969,H3
3.010712,-11.323923,-13.826329,H3
9.088439,-12.336087,-11.371593,H3
15.051792,-6.359567,7.6538515,H3
-21.913736,9.686996,-6.215347,H3
3.4327188,-12.067311,-13.664586,H3
-18.895561,12.506275,0.5792467,H3
3.1879222,-11.920659,-13.588923,H3
3.819981,-12.055374,-13.0714245,H3
5.629696,-10.799492,-12.861445,H3
-18.934984,12.409361,0.61952454,H3
3.9404304,-12.166861,-13.631202,H3
3.011354,-11.827469,-13.226627,H3
3.536106,-12.578006,-13.445261,H3
-16.64582,10.572066,2.5965009,H3
3.9378197,-12.189213,-13.46379,H3
3.3358634,-12.184001,-13.222639,H3
3.8452773,-12.495569,-13.016026,H3
-20.14217,12.45552,-0.9499636,H3
-11.799509,2.583652,-12.94125,H3
-20.39477,11.873022,-1.4995203,H3
-11.715283,2.5942872,-12.965535,H3
-19.03068,9.974056,-0.4742307,H3
-16.50783,4.481535,-12.774531,H3
-19.773836,9.617514,2.9383466,H3
4.170342,-13.407394,-12.820376,H3
-20.531542,11.621788,-1.3868687,H3
-16.524025,4.474586,-12.805829,H3
-13.169355,0.8890496,-11.62057,H3
-14.467145,10.483577,4.3746614,H3
-16.42617,4.397789,-12.829727,H3
-18.448109,9.730236,-0.53759223,H3
-13.948595,1.1680368,-12.207964,H3
-18.955597,8.232619,4.118833,H3
-12.772778,0.10856241,-12.134644,H3
-13.77996,8.282543,4.006926,H3
-21.84807,6.196712,-0.065946616,H3
-12.12815,2.2532196,-13.173662,H3
-13.994461,8.608471,4.1178417,H3
-20.586226,8.634665,1.6810236,H3
-6.1116114,-1.8060642,-0.32091174,H3
-11.721463,5.071865,1.6262653,H3
-22.144646,6.633429,-0.7527301,H3
-5.879508,-1.8754768,-0.22422288,H3
2.3650565,-2.2305734,13.688453,H3
-5.6905613,-1.9551189,-0.13879491,H3
-7.9529166,-1.2455274,-0.9448103,H3
3.5163655,-1.1369618,12.4970045,H3
-4.3237295,-1.8787133,0.43349487,H3
-4.2912135,-1.8772775,0.44753066,H3
-18.887856,11.226188,-4.5781803,H3
-16.800493,12.258689,1.5596207,H3
0.084033385,-5.6792417,0.0015211867,H3
0.8102586,-3.5035958,1.0627606,H3
0.12874953,-6.382282,-0.5414881,H3
0.13359845,-6.4727397,-0.61032903,H3
-18.05802,13.83935,1.1848408,H3
-16.322222,10.940056,2.444055,H3
-20.564547,13.012905,-0.755361,H3
-17.495005,10.881193,4.3696804,H3
-16.413073,9.619949,2.75326,H3
-15.243627,9.854305,3.788491,H3
-11.730502,12.652615,-10.139029,H3
-20.769701,10.212802,-0.9938721,H3
-14.514114,9.185787,4.1109486,H3
-21.813623,6.1021085,0.22168742,H3
-20.177328,8.870139,1.0366445,H3
-16.39897,7.0697703,4.1328855,H3
3.4669187,-3.2734609,14.993356,H3
14.722975,1.316733,1.5917523,H3
-22.015858,7.4704885,-1.2613603,H3
-16.513784,7.238412,4.5317764,H3
-21.893866,5.6003323,-1.7734344,H3
-11.957171,-0.39029935,-0.25617784,H3
2.3411727,-2.3856096,13.77058,H3
-13.09125,3.5962174,1.7869804,H3
-19.612421,0.55021304,-3.5231543,H3
-21.197386,3.5359983,-2.3463829,H3
-13.015232,3.4548168,1.5568994,H3
-18.789843,-1.2525522,-4.4907236,H3
-21.487406,0.9307783,-4.112874,H3
-10.55694,-0.78660035,-2.7854712,H3
-19.01861,5.19061,-6.3177814,H3
8.703712,-4.9870887,-0.81088233,H3
-18.209879,2.6305368,1.1761428,H3
11.283621,-5.030849,4.5317163,H3
-24.010319,14.6433735,0.015934156,H3
-18.0667,3.6637106,2.2849817,H3
12.143189,-3.1774108,14.639771,H3
-12.758097,10.890644,2.1574373,H3
-18.125225,3.2525518,1.7733725,H3
8.132116,-6.409066,4.6901264,H3
-17.803999,5.551565,-5.882498,H3
4.6962004,-8.267409,5.2102604,H3
3.7288737,-4.110297,0.13770822,H3
3.305704,-7.3468094,1.7686605,H3
-18.255348,7.1107125,-5.4792166,H3
2.008794,-3.5233905,7.327391,H3
8.6146965,-6.1223626,5.3449483,H3
-16.847984,6.149932,-5.1037655,H3
8.090463,-6.390959,4.473807,H3
-9.27762,12.194347,-5.670075,H3
-17.394373,6.0814114,-5.6494102,H3
4.22282,-7.8539186,4.9365325,H3
2.471761,-6.846942,2.0887098,H3
0.6902144,-6.5562453,2.045257,H3
-16.497278,5.5757546,-4.134186,H3
1.7996957,-6.1916895,2.8884208,H3
1.7477449,-6.79903,2.1637402,H3
-17.007666,6.304881,-4.9913735,H3
2.1302922,-6.953398,1.8396028,H3
5.010926,-3.6613703,0.6080661,H3
3.793187,-5.2051973,4.257254,H3
-16.157358,5.743784,-3.8269334,H3
2.7458067,-6.8557277,3.8960893,H3
3.039033,-7.6759534,4.4500084,H3
2.1106732,-3.4997187,1.0329007,H3
-17.990896,3.7315845,2.1424704,H3
0.05284295,-5.300239,2.941603,H3
-17.204569,5.9646864,-5.187521,H3
1.086294,-4.347678,0.6259933,H3
1.0502418,-4.2349973,0.6646779,H3
-18.074932,7.0972924,-5.4709334,H3
3.086435,-3.6552815,0.7977815,H3
2.0739815,-7.079659,3.9976945,H3
1.9018862,-6.91039,4.22798,H3
-18.62287,7.7238145,-4.964225,H3
0.5033136,-5.9410086,2.839866,H3
-17.754883,3.0019631,1.3301258,H3
-17.546043,6.846631,-6.2393293,H3
-17.735184,4.196298,1.993637,H3
1.0245981,-3.793132,0.8206072,H3
-17.692932,2.9915187,1.2405959,H3
-18.59857,5.4594955,-5.496892,H3
-16.935598,5.065492,-3.4725783,H3
-17.390589,2.6106246,0.99004215,H3
-18.411413,5.323807,-5.4916654,H3
-18.925692,5.425554,-5.5638804,H3
-17.632296,4.9322233,-4.795919,H3
-17.5203,2.421544,0.30034277,H3
-16.95221,1.739606,1.9337153,H3
-16.969648,1.254771,0.8259592,H3
-16.733551,0.9806824,1.473353,H3
-16.308626,-0.4844169,1.180043,H3
